Gene1	Gene2	EdgeWeight
SLC28A3	JUND	0.023185351656854397
CHD6	CMTR2	0.023182878852202084
SSX2IP	KIF17	0.023181934308530997
PSD4	RNASE2	0.02317080025116619
SLC36A4	HSPA5	0.023165108155796317
FCGR1A	AP002761.4	0.02316381080398679
LRPAP1	RHOU	0.023149564122778167
DIAPH2	HSPD1	0.02313032049697139
PANK1	AZU1	0.023119875399895348
CHST10	PRAM1	0.023115075255792573
SERPINB1	SLC47A1	0.023110766247640867
UBE2Q1	QSOX1	0.02310999059934436
FAM98A	ELANE	0.023104002071571157
NFYB	PRTN3	0.023099254512141086
KAT7	KATNB1	0.023081344282342698
SLC28A3	DBNL	0.023081337103469195
TRIOBP	KIF17	0.02308008168448032
ZNF586	ELANE	0.023079454176835504
TCF25	CD52	0.023071390039626025
SLC25A12	CANX	0.02306799886703533
PABPC1L	TPM3	0.023067086144060563
HYAL3	RNVU1-15	0.02306537939050989
CPVL	EIF3E	0.023049188313229343
AL034397.3	SEC24A	0.02304466726701397
RAVER1	DPH2	0.02304229538714957
CAMK1D	PRTN3	0.023035005268614624
PRSS21	PSMD8	0.023034507094696448
CPVL	SLC26A2	0.02303344663019656
EXOSC3	ZBED4	0.023030456964134544
AC118549.1	EPG5	0.02302318510070456
CHM	IGHM	0.023019234729517453
SKIV2L	AP002761.4	0.02301720494025672
TTC19	ASCL2	0.02301202668141272
ITM2A	C3AR1	0.023009617140789643
FTL	RAB26	0.023008771621321814
GPT2	RAB7B	0.023004064909280125
MAN2B2	CSF1R	0.02300164495079896
SLC1A5	ACY3	0.022996616670334542
SLC31A2	AC099778.1	0.02299627775777006
SLC38A10	RHOBTB1	0.022995859501622598
AC245014.3	RASGRP2	0.02299296355314336
CEP120	CALR	0.022988922660050384
PCBP3	CST3	0.02298460783955475
HSP90B1	MGAT4A	0.022959231363028132
NEK1	SACS	0.022953034748563597
PTK2B	ZBTB16	0.022948275550952173
ALAS1	SLC22A31	0.022946649910178786
MYC	CHID1	0.02294125539692235
SKIV2L	PRTN3	0.022936310611633856
PMS2	FP671120.5	0.02293327703098384
MTO1	RCCD1	0.022927920195171696
SLC25A43	CST7	0.02291356519948993
ELOC	UAP1	0.02290488697617011
PCK2	RBM15B	0.022902944804403292
NPLOC4	CANX	0.022894767581681515
FAM180B	MPO	0.022885322404289917
MYC	SRGN	0.022885284900613118
FAS	TBC1D10C	0.022873749541443382
IRF3	GRN	0.02287357735020785
MITD1	LUC7L3	0.022870910788298924
TPRN	RANBP17	0.02286953164169118
EPM2A	DPEP3	0.02286863608640564
EIF3E	ERAP1	0.02286239952737186
FASTKD3	SNX13	0.02286023149010317
PANK1	ATAD1	0.022858195101568137
CAMK1D	PABPC1L	0.02285551969935994
RASGRP2	GPI	0.022835672381909942
LRRC45	RNASE2	0.02282808124192236
ZNF292	ASCL2	0.02282706225695339
MYO15B	RASGRP2	0.02281980528157701
POM121	CEBPE	0.02277658828408397
AL031432.4	LINC00271	0.022775549317263413
EPM2A	TRBV12-3	0.0227697266921106
DYNC2LI1	KBTBD11	0.02276176844349113
FUT4	BNIP3L	0.02275922864634566
HSF2	NCAPH	0.022749737938876385
TMEM121	ZDHHC8	0.022737367926783457
TMEM121	SRPRB	0.022736113879410432
IL2RG	FIG4	0.022731853601069173
SERPINB10	ZBTB16	0.02272967339661822
TSPOAP1	C19orf54	0.022720716448457544
UBE2Q1	ASCL2	0.022718376729331385
APEX2	TRBV12-3	0.022716267682884927
TPM3	ABCC1	0.022714684032603686
POLR2L	CST7	0.022709578043119214
IP6K2	CCDC169	0.022702777601768028
NDUFA5	EMB	0.022696420251637088
ERLIN1	MFAP4	0.022695357261249625
TAF8	LUC7L3	0.022690077372558192
EPG5	BRD8	0.022687127889079242
UHRF1BP1	LRG1	0.022683038259399838
CYBRD1	FOSB	0.022675970727000425
AC118549.1	TPM3	0.022672039142054425
GOSR1	HGF	0.022669915231478485
VPS13A	SSR4	0.022668540555004852
ERAP1	NEFH	0.02266477211292028
PPP2R5D	KAT6B	0.02265565032333814
SLC5A3	RFXAP	0.022654746930984158
AZU1	CPVL	0.022639273194713087
PRG2	SSR4	0.022638140080310214
PTK2B	SERPINB10	0.02262988277712404
PRAM1	LINC00271	0.02262546324831613
COX19	HTRA2	0.02261855765038847
NT5DC3	FAM180B	0.02261220367851013
RASAL3	CMAHP	0.022607693869575243
CFD	MAPK1	0.022604432221934825
IMMP1L	ARRB1	0.02260392774173616
BRD8	C5orf15	0.022596776261250208
RALA	RAB7B	0.02258897338539144
LSP1	FAM107B	0.02258354449470144
TRIOBP	C1GALT1C1	0.02258057782974382
APLP2	CATSPER2	0.02257198461364013
HSPD1	NEFH	0.022547106769211924
SLC25A43	PRTN3	0.022524019555842104
DNAJB9	TBC1D10C	0.022522595937696756
RANBP17	RAB26	0.022519951600657496
NEFH	IL5RA	0.022518401290441525
ELOC	PSMD10	0.022514580589155352
CEPT1	TUBE1	0.022514373475357057
B3GALNT1	CTSG	0.02250437101443509
SESN3	AZU1	0.022494791817444803
EIF5B	GTF3C3	0.02249435916948417
AC104232.1	AC099778.1	0.022490876019831327
TMEM177	CD164	0.022462057679249463
PEX7	ANKLE1	0.022451049117951347
RNF144A	NUP188	0.02244425713857981
SRPRB	SLC35A5	0.0224423592485598
FUT4	UAP1	0.02243087740385333
TRBV12-3	UAP1	0.022426040349704662
B3GALNT2	ZDHHC8	0.0224210675646314
RANGAP1	IGHM	0.022413035845759925
LAMC1	TSPOAP1	0.02240185815093693
HAL	RCCD1	0.02239850471666767
HSPA5	SLC38A10	0.02239729211034664
MACF1	SLC35C2	0.022396273365680258
BRD8	EIF3E	0.02239372199108729
RPL3P4	PRG2	0.02239341502988184
CHML	SRGN	0.022392606080093105
JKAMP	ERI1	0.02236535534287766
LRPAP1	TRIOBP	0.02235472154228432
SHLD2	OSBPL9	0.02234919168622656
SACS	TRAF5	0.02234233072750913
YIPF1	MARC1	0.02233811817374389
SLC35A5	NEK1	0.02233475875743549
DCAF10	PRTN3	0.0223272779484406
LRG1	YME1L1	0.022323244246209024
OARD1	SDF2L1	0.022322862058547013
TPM3	UGGT1	0.022320578580497654
OARD1	TFEC	0.02231808861206737
MITD1	RBM15B	0.022310603494006903
TUBE1	LSP1	0.02230496303381868
PIGK	CST7	0.022304522293486083
PLS1	TRBV12-3	0.022303505898899626
CYB5RL	NXT2	0.022295343206990392
TMEM19	RNVU1-15	0.0222938782472322
FIG4	GANC	0.02228390773466452
GGPS1	SLC38A10	0.022283565968220592
MAPK1	TBC1D10C	0.022272883985582567
POLR2L	TRIQK	0.02227229403870769
EIF5B	LRRCC1	0.022260649062433482
SLC22A16	GRPEL1	0.022251880490996613
LOXL3	RASGRP2	0.02224643952773486
TRIM35	AZU1	0.022244879749541424
ZNF717	ELANE	0.022239094234349627
UTP15	MRM1	0.022219823443260782
ZNF512B	FP671120.5	0.022217463559045855
SNTB1	PRRT4	0.022214640131695898
AFF4	CYP2S1	0.0222121276688812
PKNOX1	LRG1	0.022206049680382492
LUC7L3	ZNF574	0.022201110047189932
MYO15B	CYP4V2	0.02219834257972391
ZBTB16	APLP2	0.022192578534306198
APEX2	LIG1	0.02219230734126776
SERPINB1	UAP1	0.02218741962796176
FTCDNL1	AZU1	0.022186384364929028
SLC22A4	SDF2L1	0.022183329991234787
PLOD3	DDX28	0.02218044764907551
FOSB	AL359643.3	0.022158804205435083
HSPA5	IGFBP2	0.022153327652629885
HIST1H4C	LIG1	0.022153021592543558
DDX28	KIF17	0.02214378532333491
CCDC51	KIF17	0.022141585293354003
AFF4	PRG2	0.022140264975983214
C1QTNF4	LEKR1	0.02213739544230425
ATG3	ZSCAN31	0.02213218441693516
WDFY1	SEC24A	0.022123178227869248
FASTKD3	DPEP3	0.022120970233612515
NUP188	TRBV12-3	0.022110550852604462
MCM4	IGHM	0.022110308980712458
GPI	MARS2	0.02210810470274335
CD52	RAB7B	0.022104330850620302
CEPT1	ELOC	0.02209941000270005
C19orf54	IGHM	0.022093468200689432
SLC19A1	FOSB	0.02209336473562155
VPS13C	ERLIN1	0.02209233950430242
FP671120.5	REV1	0.02209187558072655
DIAPH2	RGCC	0.02209084217569337
MAPK1	GM2A	0.02208976635551934
FTCDNL1	PRPS2	0.022088432212247003
FARSA	CPD	0.02208553592871609
ZBTB16	PTK2B	0.022083057728086195
KAT6B	TSPOAP1	0.022079710574412447
NPLOC4	CRELD2	0.02207969670997989
DCAF4	CALR	0.022068045236965098
AZU1	TUBE1	0.022066337443197415
MRPL20-AS1	TMEM44	0.022056883078568488
EIF4A1	AZU1	0.02205679550743929
STT3B	RANGAP1	0.02205561270822006
MRPS12	JUND	0.02205521945608029
NCOA4	ZDHHC8	0.02204588011314564
CYBRD1	RBM45	0.022039975655330828
PRTN3	LENG8	0.022036960145701747
TMX3	EIF3E	0.02203294978110636
VAT1	CD52	0.022017149756601243
CD52	TENT5A	0.022012957845638517
AC104232.1	KAT6B	0.022001621040863856
RAD51	LUC7L3	0.021978042896355715
CD164	SERPINB1	0.02197088940360778
FBN2	ITM2A	0.021968799566307057
HGH1	NOTCH1	0.021968679750477917
RASGRP2	DPEP3	0.02196752057874233
NXT2	SSR4	0.021965889178350004
KBTBD11	MARC1	0.02196007284893474
LUC7L3	CLEC12A	0.021955375998704105
CHD6	ZKSCAN2	0.02194273029173796
SRGN	SLC22A31	0.021940465925182426
ERLIN1	SLC38A10	0.021937774518934708
MARC1	CTSG	0.02192779311558929
IGSF10	MPO	0.021923881783070184
CLEC5A	UAP1	0.021922410414608483
MGAT4A	SLC35C2	0.021920203266606802
FBN2	CLEC12A	0.02191013117980265
CCNG2	NCAPH	0.021902879780405844
RNF144A	TRBV12-3	0.02187607916237149
IL2RG	IL5RA	0.02185905257844266
PSMD8	ZBED4	0.021858591418543214
ITM2A	DPH2	0.021857838767047083
ZGRF1	CD164	0.02185781167815051
NFYB	LRG1	0.02185408263180246
TMX3	MTO1	0.021852712013550046
RCCD1	CANX	0.021851026003663197
JKAMP	CST7	0.02185073922985061
APLP2	NEFH	0.02184267125830688
TPRN	SNHG29	0.02184260125278585
FANCA	MS4A3	0.02183328846062581
NUDT8	QSOX1	0.02181581583728844
ANKLE1	ARHGEF39	0.02181301197073393
MARC1	C12orf66	0.021810120625900813
FGFR1OP	SDF2L1	0.021793303601328872
ZBED4	ALDH3A2	0.021789953652077382
ADNP2	IGFBP2	0.021783194097798882
ERLIN1	TRGJP1	0.021781811761366027
ZBED4	TSPOAP1	0.021777122851314782
MGAT4A	CD52	0.021766958113186904
CEPT1	CYB5RL	0.02176376731542157
DUSP3	HNRNPD	0.021763502905821457
TRIM65	IL5RA	0.021758038936215685
NAGPA	AP002761.4	0.021757996267407386
ZKSCAN8	KAT6B	0.02175699067587037
TBC1D10C	SRGN	0.02175391076975149
NEMF	CPVL	0.021747195500143715
DIAPH2	POLR1B	0.02174572679907995
IMPAD1	ELANE	0.02174401153547448
KLHL20	SLC28A3	0.02174051578947704
ARRB1	LIG1	0.021738620770645697
LINC00173	LIG1	0.0217343615919322
PVR	MPO	0.02171487402561097
SNX13	CD52	0.02171114319849773
ZSCAN31	KIT	0.021709856433637497
CABIN1	CHST10	0.02170805427813695
PANK1	RARRES2	0.02170288065090911
DIAPH2	SMC4	0.02169758970313665
SLC38A10	TPRN	0.021697222630338055
HSH2D	AZU1	0.021687018153663026
CTSG	COLGALT2	0.02168649118810513
RUNX1	SERPINB10	0.02167769052096796
FGFR1OP	MTO1	0.021673425189674557
DUSP3	SLC5A3	0.02166421460628125
LEKR1	AC099778.1	0.02165852226828484
RANGAP1	KCNE5	0.021657765728718626
MGAT4A	FP671120.5	0.02165343021052617
PLOD3	ERLIN1	0.02165270194816437
MRPL20-AS1	GM2A	0.021651307530970932
CEP250	SDF2L1	0.02164466155515524
CRELD2	AC099778.1	0.02164217827227208
CHST10	GM2A	0.021641772566605124
POLR1B	MS4A3	0.02163504297724292
HSP90B1	BRD8	0.021630776293042067
PEX7	NCAPH	0.021630347050690075
GTPBP1	CTSG	0.021620799587443854
NCOA4	PSMD10	0.0216182974459202
DCAF4	LSP1	0.02161585490182144
FTL	TRIM65	0.021614041817616336
GATM	TTC19	0.02161289665896905
NUP188	FTL	0.021609109455164564
LOXL3	MYC	0.021606985854948992
AFF1	TMX3	0.02160161348932757
GM2A	RBM45	0.021601380139785138
ZBTB16	PLD1	0.021593885976866883
PVR	C1GALT1C1	0.021591602525905074
ZNF526	RARRES2	0.02159028981150058
DUSP3	RECQL4	0.021587048843622742
C19orf54	CD164	0.021586154009239668
SESN3	TBCCD1	0.02157926878984559
SLC31A2	MPO	0.021577709838033317
NT5DC2	KCNE5	0.021572263898049324
KLHL20	RASGRP3	0.021557744922630462
ACP4	SACS	0.02155626107988303
DMAC1	ZDHHC8	0.021546673862007832
HIVEP3	POLR2L	0.0215378634676693
NFYB	MPO	0.0215334106952386
DBNL	TUBE1	0.02152874763784714
AFF1	CTSG	0.021526774611611732
SYNGR3	LINC00271	0.02152365045268431
ZC4H2	LENG8	0.02152328307353284
RAB26	CALR	0.021517077886109244
PSD4	EIF3E	0.021508963962756283
DMXL2	NXT2	0.021502928356297826
GLT8D1	GRN	0.021499037907907574
GRN	HGF	0.0214986660489072
GTF3C3	TBCCD1	0.021492790568568784
HIST1H4C	NOTCH1	0.021489992045100787
OSBPL9	NEFH	0.02148919688742919
ACSM3	CST7	0.02148722279242366
AL034397.3	RALA	0.02148170350055823
BRAT1	KATNA1	0.021480106978094826
CLEC5A	CST7	0.02147706139951868
CCNG2	AC017104.3	0.02146546615162334
AC004069.1	ACSM3	0.0214650961967413
PRPS2	TUBE1	0.021460231763542326
TRIM35	CCDC137	0.021457140929464533
ATL2	RPL3P4	0.021455989170485117
HGH1	ARRB1	0.021451853049068454
JOSD1	C1orf74	0.021451696231158977
CATSPER2	PHYHD1	0.0214448198595428
SLC9B2	CFD	0.02144064384583764
C5orf15	MRM1	0.02142652498047945
ASCL2	RCCD1	0.021420023733702036
OSBP	CTSG	0.021410668777891887
PLD1	PRSS21	0.021408282548922637
WDR77	FOSB	0.021407424350784587
AC118549.1	SLC26A2	0.0214063448319796
CST7	KCNE5	0.021404772086948867
CD52	GPI	0.02140117568716152
NCOA4	HMGB2	0.021397268326232087
PRMT1	FTL	0.021395686094238184
BNIP3L	RGCC	0.021394194613984188
ATG3	KIF17	0.021393050241570108
RANGAP1	GRAMD1B	0.02139054626380102
HNRNPD	SERPINB10	0.02138059868325733
PTK2B	SLC19A1	0.02137498323938256
PSMD10	KIF17	0.02136084751720281
TRGJP1	CD52	0.021359677937979618
RHOBTB1	FBN2	0.021359017048312667
LRPAP1	MARC1	0.02135873378058515
CMTR2	NT5DC3	0.02135466940822994
DIAPH2-AS1	RECQL4	0.0213329422177248
SRP14	AL355922.1	0.02133015844619028
RAB7B	TENT5A	0.021318411951253755
FAM107B	SLC35A5	0.02131756819684434
NEU3	LSP1	0.021316794674979482
MRPS12	MROH8	0.02131541141996823
FTL	TAF8	0.021311441802292785
PLTP	LUC7L3	0.021296958129451503
CMAHP	KIF17	0.021292420784372032
ALDH3A2	ERG	0.02129239762389212
TBCCD1	TRBV12-3	0.021284443873006143
GPAA1	IGFBP2	0.021268371682020747
PRPS2	KATNA1	0.02126728293085485
MARS2	PTK2B	0.02124516016997655
ACY3	MRPL20-AS1	0.02123156963951092
TMEM39A	CD52	0.021217471907733616
PRKCSH	UAP1	0.021215310569597624
CSF3R	RAVER1	0.021194393933507846
RASAL3	DUSP27	0.02118822663538745
MARS2	RAB26	0.021178818819251224
ZBTB33	ITM2A	0.021177640512333
HMGB2	FAM107B	0.0211691660592543
NSDHL	DUSP3	0.021155902859694844
FIG4	CLEC12A	0.021144480024033338
AL034397.3	AC109326.1	0.021143051905476246
SLC35C2	FOSB	0.021135685535476952
TMEM44	ARFRP1	0.02111528712854711
LAMC1	NUDT8	0.021105869318073348
RCCD1	FOSB	0.021098836427031788
C1GALT1C1	FAM98A	0.021089879433002324
UTP15	RAB26	0.021076976516362884
C5orf15	CD52	0.021072027134501164
TCF25	DDX28	0.021067476371285032
METTL15	SNHG29	0.021065079439556173
GRN	RBKS	0.021060956365146998
MARS2	MPO	0.021059296207191425
SLC26A2	ELOC	0.021053214084240216
RALA	HEMK1	0.02103924322701811
MYC	AZU1	0.02103693585581105
AL034397.3	LSP1	0.02103645502358401
PRRT4	RNVU1-15	0.021017724905762144
EPG5	ERAP1	0.02101298984039661
ZNF574	TENT5A	0.021012547394294083
GATM	IRS2	0.021005976684692392
SRPRB	AL355922.1	0.021003780925548686
LUC7L3	GM2A	0.020998975707155185
DNAJB9	UHRF1BP1	0.020994110189480688
BLZF1	KATNB1	0.020988369634875402
DUSP27	PKD1	0.02097647649803164
FKBP14	DUSP27	0.020972273935673982
IGFBP2	DDIAS	0.020970339945533385
MYO18A	RALA	0.020967675942637355
B3GALT6	ITM2A	0.02095533951858861
NEK1	APLP2	0.020949621707281013
GNPDA2	IL5RA	0.02094384210674035
RALA	UNC45A	0.0209401565023777
NEFH	IGFBP2	0.02093391354501352
DDIAS	CCDC51	0.020914576904112192
DPEP3	HSP90B1	0.020914184364887067
MITD1	GTF3C3	0.020896916898828468
KAT7	PIGK	0.020896642740270102
LOXL3	ATL2	0.02088189151572835
FAM180B	DDX56	0.02087858797644701
CANX	ELOC	0.020860247637483818
RGCC	MARC1	0.02085447967100044
CTSG	POLR2L	0.02085261767145741
TBC1D10C	MYC	0.02084809680527504
TRIM65	HSH2D	0.02084403128286809
DNM1	NEFH	0.02084214929606391
AC099778.1	SMC4	0.02082869815200504
LPO	SERPINB10	0.020818039860064752
CD164	AC245014.3	0.020815914411918088
ARHGEF39	SERPINB1	0.020810285641544024
YME1L1	AKR1B1	0.02080862266740423
SLC1A5	RASGRP2	0.020807855255935072
NDUFA5	CCNG2	0.02080772915677699
NT5DC2	ZNF649	0.020805592210412862
JUND	MARC1	0.020800636950786648
DCAF10	MPO	0.020797800252384018
ARRB1	IFT22	0.020797641825018226
ARHGEF39	MPO	0.02079192230914911
ELANE	CST3	0.020774989067514568
FTCDNL1	RAB26	0.020771566241284067
NR1I2	DOLK	0.020762281131503288
SLC19A1	ELANE	0.020761181390883968
GPAA1	FTL	0.020745625713686308
GNPDA2	DPEP3	0.02074453943107294
NAGPA	FAM107B	0.020737104486703583
CMAHP	SNTB1	0.020727911113134517
MAPKAPK3	WDFY1	0.020723362226025187
AFF1	MITD1	0.020720950656615486
RAD51	RASGRP3	0.02071887451244174
GOSR1	UAP1	0.020714933961766102
ZBTB16	CSF1R	0.02071243210846489
IL2RG	IP6K2	0.02070899211160925
ATAD1	CTSG	0.020688348848398142
DIAPH2	FP671120.5	0.02068795110498076
UNC45A	PLS1	0.020681596490292338
EEF1AKMT3	ANKRD33B	0.020676097458003632
GBF1	FIG4	0.02067134684278757
RNF149	TEX261	0.02067048122317688
RNF149	PPP2R5D	0.02065898360624921
HMGB2	ZKSCAN2	0.020655479440239558
CEP120	CST7	0.02064702126388354
ERAP1	CD164	0.020643624274691377
MYO18A	HSPA5	0.020636325562543488
FES	GSEC	0.02063513374726385
RAB5B	AL359643.3	0.020622308281044725
CTHRC1	NDUFA5	0.02061830500161993
RALA	CST7	0.02061829991615904
VPS13A	LSP1	0.0206101079271133
NXT2	FP671120.5	0.020595641122286387
EIF5B	RASGRP2	0.02058696651307075
GM2A	MPO	0.02057513664215643
PCK2	SLC35C2	0.02056826934602149
PRRT4	TENT5A	0.020565203771041873
SLC22A15	SRP14	0.02056417807384953
MCM4	NEMF	0.020551535045398774
OSBP	RUNX1	0.020549727847925837
C12orf66	VAT1	0.02054237213772168
SMC4	LSP1	0.020530248810121558
B3GALT6	RASGRP2	0.02052682437098693
ZC4H2	MS4A3	0.0205106407554662
NPLOC4	DPP7	0.020506336118366192
BLZF1	MAN1A1	0.02050182635891468
PKD1	IGHM	0.02049982230239051
TEX261	RAB7B	0.02049929022346227
PLOD3	CCDC51	0.02049837682372078
DUSP2	SRGN	0.02047568165457288
MAN2B2	PLTP	0.0204730022035287
TRIQK	FAM180B	0.02047007512050617
SLC22A16	CTSG	0.02046887983159731
MRPS12	APEX2	0.02046222003515015
KATNB1	CALR	0.020459351009753414
TRIB3	CCNG2	0.020449043417367103
CDT1	PLTP	0.020447191985249184
AC099778.1	ALDH3A2	0.0204436830620863
ZNF574	TMX3	0.02044274592756289
HGF	C1QTNF4	0.02043889948206301
C12orf66	SLC15A2	0.020437852697777526
CST7	SLC22A15	0.0204363154782257
FANCA	IGHM	0.020423052694297443
RBM15B	TMEM177	0.02041569201333598
B4GAT1	SDF2L1	0.02041005976487531
SRPRB	GRPEL1	0.0203941325324202
PALB2	KCNE5	0.02037258152581126
LOXL3	AP002761.4	0.02034536031318909
CSF1R	FOSB	0.02034074264946608
GNPDA2	AC245014.3	0.02033809863687997
HSP90B1	HAVCR2	0.02033732698302802
MLH3	CCNYL1	0.02033138077429376
DIAPH2	GPI	0.02032093066533613
CHID1	MYC	0.020313105311296504
PIWIL4	SLC22A31	0.02030039218272125
BRD8	GGPS1	0.02029822267566812
GOSR1	AC017104.3	0.02027589424018001
WDR77	GATM	0.02027364527614771
ARHGAP15	HIST1H4C	0.020271237416484175
ARHGEF39	AC019069.1	0.02027009147507572
CYP4V2	SLC38A10	0.020257712499266344
ZNF717	AL078587.1	0.02025766645633124
CALR	ALDH3A2	0.02025757911882077
VPS13C	ZKSCAN2	0.020244435399378858
UGGT1	KCNE5	0.02024340801028088
TAF8	ITM2A	0.020238514282170904
TUBE1	SNHG29	0.02023814543368696
CALR	FKBP14	0.02023744786710301
MAN1A1	ALDH3A2	0.02023657778104157
UNC45A	TTC8	0.020222321838131004
AFF1	SSR4	0.02021922840487323
GSEC	AC245014.3	0.020219180832514942
MGAT4A	MPO	0.02021850973983987
SNIP1	FP671120.5	0.02021394492912858
KPNA5	SACS	0.02020410054789798
DPH2	CST3	0.020199903088547144
IGFBP2	AP002761.4	0.020191837940271736
CTHRC1	SKIV2L	0.02019000530618301
NAGPA	SLC35C2	0.020169646098147018
SLC22A16	MARS2	0.020166336920364927
TMED4	AC245014.3	0.02016548102293013
ZBTB16	PRAM1	0.02015937326555821
RAB5B	KCNE5	0.020154711330181832
DOLK	LENG8	0.0201501503496907
MPP6	IL5RA	0.020143939837384592
MS4A3	CDS2	0.02013674071940549
YME1L1	PRTN3	0.020135089513016537
RALA	HSP90B1	0.020131740913408
ATL3	POLR2L	0.020126464847196924
NEMF	IRF3	0.02012509005028165
POLR1B	NEMF	0.02012427973902711
EMB	MCM4	0.02011905127601272
RNF149	TRGC2	0.020117800822913496
SNHG29	TMX3	0.02010002043590027
HSP90B1	DIAPH2	0.020088883425949205
EMB	KPNA5	0.02008665495728056
HYAL3	EIF3E	0.020077554421321784
TBCCD1	AZU1	0.020076347804466262
IMPAD1	ZBED4	0.020076182643146676
AC109326.1	RARRES2	0.020074401333880342
GPI	ACY3	0.020070766759775698
LUC7L3	ATL2	0.020059061671257386
SERPINB10	ANKRD33B	0.020056931011827147
SIRPB2	SERPINB10	0.020056578485819626
DOLK	NEFH	0.02005369195124283
DYNC2LI1	TUBE1	0.020052733090428303
SERPINB10	CD164	0.02005067380586516
NT5DC2	RARRES2	0.020045535139751526
VPS13C	REV1	0.020043912343710182
PRAM1	SLC1A5	0.02003120665133932
SNX13	CFD	0.020021261184980408
SACS	CTSG	0.02001895775973981
LRRCC1	CYBRD1	0.020017740688358168
B4GAT1	HSF2	0.020017159255651555
EIF3E	IL5RA	0.020015603082034605
HAL	CALR	0.020008960260828462
SIRPB2	PMS2	0.020003695604803928
LEKR1	RAB7B	0.01999290622525977
ELOC	SERPINB1	0.019979772881799803
ANKRD33B	AL355922.1	0.01997378527117994
LYZ	RBKS	0.019972628701558186
MBLAC2	MROH8	0.01996401757572391
PRDX4	DPP7	0.019959867380766032
PIGK	FIG4	0.019951304633449008
HGH1	EIF4A1	0.01995031925364046
MTO1	NEFH	0.019940911834430246
CCDC137	ITM2A	0.01993863419441044
IMPAD1	MTO1	0.019935097260707225
TWNK	AC099778.1	0.019930421604076952
NT5DC3	GOSR1	0.019927136736766025
TEX261	TFEC	0.019920031470607502
IGSF10	LENG8	0.01991869991635986
DIAPH2	CPVL	0.01990082058302716
KPNA5	SDF2L1	0.019897067319189974
JOSD1	IL2RG	0.01989574184787091
CCDC169	SLC26A2	0.01988169544716859
LENG8	GANC	0.01987824567469301
HGF	NCAPH	0.019873308267811272
TOP1MT	FNDC3B	0.019870222232178044
TENT5A	PLTP	0.019858706879205462
DPP7	TRAF5	0.019848870072035202
NFYB	IGHM	0.01984675886589632
BMP1	GPI	0.01984564376915445
CRELD2	SNHG29	0.0198248791553957
FUT4	C1QTNF4	0.0198245797733214
HSH2D	IGFBP2	0.01982281976957798
MCM4	HIST1H4C	0.01981462282472661
CMTR2	ACSM1	0.019799419462468527
RBM15B	CFD	0.019784681299617808
ARHGAP15	SDF2L1	0.019778895808429682
CYBRD1	C12orf66	0.019774159945848774
RASGRP2	MROH8	0.01976743626414681
IRF3	LEKR1	0.01975887376065497
EIF4A1	MGLL	0.019752957607132637
FBN2	AP002761.4	0.01974760027793172
UGGT1	EIF3E	0.01974243639672828
IGSF10	PRSS21	0.01972566951839887
SLC22A16	SLC38A10	0.01971443676321444
NSDHL	FP671120.5	0.019713759124087925
TEX261	RAB26	0.01971247051097989
IGSF10	SRGN	0.019709234603627102
SRP14	TSPOAP1	0.01970410994754796
HSF2	JOSD1	0.01969818679335755
ZKSCAN8	SLC15A2	0.01968476834512675
CSF3R	POLR3F	0.019676253205400226
ATG3	UAP1	0.019674335071696362
SEC24A	LPO	0.019672978262456668
SYNGR1	AC019069.1	0.019656522370665383
AC104232.1	ALDH3A2	0.019645782282098026
FASTKD3	CATSPER2	0.019616860559453515
TRAF5	TENT5A	0.019616678433927174
GPR180	ZSCAN31	0.019608033071477283
CANX	PLTP	0.019604099574483527
ADNP2	CD164	0.019596915054954187
EMB	MS4A3	0.0195948584771966
CDS2	FIG4	0.01959276551517883
RAB7B	RNVU1-15	0.019587039652491197
KCNAB2	AKR1B1	0.019581155435561937
GSEC	COQ3	0.019580579555316738
FARSA	IGFBP2	0.01958010451205181
URB2	C12orf66	0.01957534353119662
BST1	HIST1H4C	0.01957468521467149
FCGR1A	ARRB1	0.01957019175953634
FNDC3B	MARC1	0.01956986734409566
LRG1	SLC31A2	0.01956068569945804
TENT5A	CATSPER2	0.019558748199381283
CFD	MTO1	0.01954817377629434
ERI1	YIPF1	0.01954610582719024
HSH2D	DIAPH2	0.01954526480331548
ARRB1	EPG5	0.01950399796676808
ACY3	SRP14	0.019492045702648512
SESN3	CTSG	0.01947829180126029
TRIM6	DMAC1	0.0194769686115366
RAB26	CFD	0.019472616200978652
IGFBP2	ZNF649	0.01946897197815605
CSF3R	CD164	0.019462710561989675
IP6K2	PRKAG2	0.01945727305783158
POLR2L	MROH8	0.019447013340323928
PRKCSH	CCDC137	0.01944582376760813
SEC24A	FURIN	0.01943723842419923
SLC47A1	KBTBD11	0.019413739219165917
ERCC2	LUC7L3	0.01940669979107095
CEPT1	DDX28	0.019405473465063282
KATNB1	MS4A3	0.019393691727385462
LYZ	SLC31A2	0.01938570073304113
SEC24A	AC019069.1	0.019382322435995282
HEMK1	TRBV12-3	0.01936465521016048
CYP2S1	ATAD1	0.019361953304822068
HEMK1	TBCCD1	0.019350489446210543
SSH3	CSF3R	0.019346445416006136
FAM98A	SLC35C2	0.019340814585313927
PRAM1	UHRF1BP1	0.01933813699857309
HAVCR2	PHYHD1	0.01932860233357131
ABCC1	UGGT1	0.019328158474877663
HAVCR2	PRKAG2	0.019311359524952342
FP671120.5	RPL3P4	0.019308698611489268
